Store Nbr	Store Name	FORMATO	WH
4162	MB ZACAPOAXTLA	MIBODEGA	7471
4164	MB CIHUATLAN	MIBODEGA	5907
4167	MB STA ROSA DE JAUREGUI	MIBODEGA	8805
4168	MB JUVENTINO ROSAS	MIBODEGA	8805
4169	MB ZACATELCO	MIBODEGA	7471
4170	WALMART EXPRESS METEPEC A	WMEXPRESS	7464
4172	MB CALERA CENTRO	MIBODEGA	5907
4179	MB ZAPOTLANEJO	MIBODEGA	5907
4182	MB NARANJOS	MIBODEGA	8805
4184	SC VISTAHERMOSA	SUPERCENTER	7471
4187	SC ROSARITO	SUPERCENTER	4924
4191	SC LAGO DE GUADALUPE	SUPERCENTER	7464
4194	BA MARTINEZ DE LA TORRE	BODEGA	7471
4195	BA ZACAPU	BODEGA	7493
4196	BA SABINAS	BODEGA	7490
4198	BA TENAYO	BODEGA	7494
4199	BA SAN LUIS RIO COLORADO	BODEGA	4924
4354	SC BOULEVARD QUIROGA	SUPERCENTER	7487
4395	SC HUAYACAN	SUPERCENTER	4188
4405	MB TEOTITLAN	MIBODEGA	7471
4410	BD TIJUANA CD NATURA	BODEGA	4924
4433	SC SANTA FE TUXTEPEC	SUPERCENTER	7468
4507	BD TERRAZAS DEL VALLE	BODEGA	4924
4520	BD SAN JOSE VISTA HERMOSA	BODEGA	7487
4529	BD CONSTITUCION ESCOBEDO	BODEGA	7490
4540	SC 16 DE SEPTIEMBRE	SUPERCENTER	7493
4541	BA IXTAPALUCA	BODEGA	7471
4542	BA MORELIA TRES PUENTES	BODEGA	7494
4543	WALMART EXPRESS LA NORIA	WMEXPRESS	7471
4544	WALMART EXPRESS MANUEL AV	WMEXPRESS	7471
4545	SC RIO VERDE	SUPERCENTER	7490
4546	SC ZACATECAS	SUPERCENTER	7493
4547	SC PLAZA EDUARDO MOLINA	SUPERCENTER	7464
4548	SC ELOY CAVAZOS	SUPERCENTER	7490
4549	SC LOS MOCHIS	SUPERCENTER	7487
4558	BA TECAMAC	BODEGA	7482
4561	BD EL MILAGRO	BODEGA	7494
4564	MB CAMARGO	MIBODEGA	5922
4568	BD RIO RAMOS ARIZPE	BODEGA	7490
4570	MB YAHUALICA	MIBODEGA	5907
4572	MB EL SALTO PUEBLO NUEVO	MIBODEGA	7487
4573	WALMART EXPRESS LOMAS DEL	WMEXPRESS	7471
4574	MB LORETO CENTRO ZACATECA	MIBODEGA	5907
4577	BA SANTA ANA	BODEGA	7471
4581	WALMART EXPRESS PABELLON	WMEXPRESS	7464
4619	SC TLAXCALA ESTADIO	SUPERCENTER	7471
4628	SC LAS ANTENAS	SUPERCENTER	7471
4629	MB SAN JUANITO	MIBODEGA	4640
4630	MB TECOLOTLAN LIENZO CHAR	MIBODEGA	5907
4632	BD EL LLANITO	BODEGA	7493
4635	MB ZACATLAN NORTE	MIBODEGA	8805
4636	MB MAXCANU NORTE	MIBODEGA	4188
4639	BA MIRAMAR	BODEGA	7487
4645	MB SAN PATRICIO MELAQUE	MIBODEGA	5907
4646	BD PUEBLITOS	BODEGA	7487
4649	MB RINCON DE RAMOS PLAZA	MIBODEGA	5907
4650	MB JUCHIPILA NORTE	MIBODEGA	5907
4658	SC BOULEVARD AEROPUERTO	SUPERCENTER	7464
4664	MB RIO GRANDE SUR	MIBODEGA	5922
4666	WALMART EXPRESS IZCALLI	WMEXPRESS	7464
4669	BD MUSARO	BODEGA	7487
4670	MB YAJALON	MIBODEGA	7468
4672	MB MAZATAN	MIBODEGA	7468
4673	MB ESPERANZA INDEPENDENCI	MIBODEGA	7471
4687	BD JACONA DE PLANCARTE	BODEGA	7493
4689	MB JUAN RODRIGUEZ CLARA	MIBODEGA	7468
4694	BD INTERNACIONAL CHIAPA D	BODEGA	7468
4703	BD CABO MIRAMAR	BODEGA	7487
4704	MB ZARAGOZA COAHUILA	MIBODEGA	5922
4706	MB TANQUIAN DE ESCOBEDO	MIBODEGA	8805
4708	MB LOS ENCINOS EL MARQUES	MIBODEGA	8805
4716	BD BLVD VILLA DE GUADALUP	BODEGA	7493
4717	MB VILLA JUAREZ	MIBODEGA	7487
4718	MB CAMINO A RECURSOS HIDR	MIBODEGA	8805
4719	SC SAN CRISTOBAL	SUPERCENTER	7468
4726	BO BOULEVARD LIBERTAD	BODEGA	7487
4730	BO LAS PLAZAS AMALUCAN	BODEGA	7471
4731	MB SAN LUIS ACATLAN	MIBODEGA	8805
4732	MB RIO GRANDE CENTRO	MIBODEGA	7468
4733	MB CHINA	MIBODEGA	5922
4743	BODEGA AURRERA LAZARO CAR	BODEGA	7493
4744	MI BODEGA AURRERA ASCENSI	MIBODEGA	4640
4745	MI BODEGA AURRERA ALAMOS	MIBODEGA	7487
4747	MI BODEGA AURRERA VALLE D	MIBODEGA	5907
4748	MB VINEDOS QUERETARO	MIBODEGA	8805
4749	MI BODEGA AURRERA CHOLULA	MIBODEGA	7471
4761	MB EL PARRAL	MIBODEGA	7468
4763	MB VILLAS DEL ARCO II	MIBODEGA	5922
4765	SUPERCENTER GRAND LOMAS	SUPERCENTER	7471
4776	BD LEON CENTRO	BODEGA	7494
4777	BD PIEDRA DE AGUA	BODEGA	4188
4778	BD 400	BODEGA	7487
4785	BD LOS PORTALES	BODEGA	4924
4786	MB LUIS MOYA SUR	MIBODEGA	5907
4787	MB TARETAN	MIBODEGA	5907
4809	SC APODACA NORTE	SUPERCENTER	7490
4813	MB PLAYA PENITA	MIBODEGA	5907
4815	BD CAMINO A CANANEA	BODEGA	4924
4817	SC EL FRESNO	SUPERCENTER	7493
4819	SC FUENTES PIEDRAS NEGRAS	SUPERCENTER	7490
4820	SC LAGOS DE MORENO	SUPERCENTER	7493
4822	SC CARDENAS TULANCINGO	SUPERCENTER	7464
4823	SC REFORMA HUINALA	SUPERCENTER	7490
4824	BD CAMINO A CALERA	BODEGA	7482
4825	BD TESISTAN CENTRO	BODEGA	7493
4826	MIB TAPANATEPEC	MIBODEGA	7468
4829	MIB NUEVA ANDALUCIA	MIBODEGA	5907
4834	MIB CHARCAS ESTE	MIBODEGA	5922
4835	MIB JUAREZ TEPATEPEC	MIBODEGA	8805
4836	MIB EL NARANJO	MIBODEGA	5922
4837	MIB CASIMIRO CASTILLO	MIBODEGA	5907
4881	BD HACIENDAS NOROESTE	BODEGA	7494
4882	MB CARRANZA SUR	MIBODEGA	5907
4883	MB SINALOA DE LEYVA	MIBODEGA	7487
4884	MB CUACNOPALAN	MIBODEGA	7471
4885	SC IRAPUATO NORTE	SUPERCENTER	7464
4887	SC PROGRESO	SUPERCENTER	7487
4902	BD SAN JUAN ZUAZUA	BODEGA	7490
4904	MB TAMAZUNCHALE NORTE	MIBODEGA	8805
4905	MB ATANA LINDAVISTA	MIBODEGA	8805
4907	BD PASEO DEL REY	BODEGA	7494
4908	MB TECAMACHALCO UNIVERSID	MIBODEGA	7471
4922	SC SAN FRANCISCO DEL RINC	SUPERCENTER	7464
4956	WALMART EXPRESS CIRCUITO	WMEXPRESS	7464
4962	BD ITURBIDE PONIENTE	BODEGA	7494
4963	MB CAMALU	MIBODEGA	4924
4976	MB MOLINA ENRIQUEZ	MIBODEGA	8805
4993	MB CALLE 50	MIBODEGA	4188
5009	MB ARCOS TLACHICHUCA	MIBODEGA	7471
5010	MB ATITALAQUIA	MIBODEGA	8805
5011	BD CAMINO ARANDAS	BODEGA	7493
5013	BD COLINAS DE MONTE BELLO	BODEGA	7494
5015	WALMART EXPRESS JUAN PABL	WMEXPRESS	7493
5020	BAE CD NATURA ARBOLEDAS	BAE	4924
5040	SC JIMENEZ CANTU SPCT	SUPERCENTER	7464
5041	SC NUEVO MEXICALI	SUPERCENTER	4924
5042	MB AGUA BLANCA	MIBODEGA	5907
5043	BD CHAC MOOL	BODEGA	4188
5046	WALMART EXPRESS PUNTA ZER	WMEXPRESS	7464
5048	MB SAN RAFAEL VERACRUZ	MIBODEGA	7471
5049	MB TECOZAUTLA SUR	MIBODEGA	8805
5050	WALMART EXPRESS ZIBATA	WMEXPRESS	7464
5055	SC CONCORDIA	SUPERCENTER	7490
5059	MB EZEQUIEL MONTES	MIBODEGA	8805
5060	MB GLORIETA PEDRO ESCOBED	MIBODEGA	8805
5061	WALMART EXPRESS MERIDA OR	WMEXPRESS	4188
5062	BD SANTA ANITA CADEREYTA	BODEGA	7490
5064	SC CABO MARINA	SUPERCENTER	7487
5069	BAE BELCANTO	BAE	7460
5081	BD CALZADA DEL SOL	BODEGA	7490
5083	BD LOS HEROES MERIDA	BODEGA	4188
5085	MB NATIVITAS CENTRO	MIBODEGA	7471
5087	BD REAL DE LINCOLN	BODEGA	7490
5088	MB TOLIMAN	MIBODEGA	8805
5089	SC SAN MARTIN TEXMELUCAN	SUPERCENTER	7471
5090	SC LA NACION	SUPERCENTER	7464
5093	BAE PESQUERIA CENTRO	BAE	8806
5106	MB SALINAS NORTE	MIBODEGA	8805
5108	MB DOCTOR ARROYO HOSPITAL	MIBODEGA	5922
5109	MB APASEO EL GRANDE SUR	MIBODEGA	8805
5110	MB VILLA UNION FEDERAL	MIBODEGA	7487
5112	SC PETEMPICH	SUPERCENTER	4188
5114	MB VILLA DE REYES	MIBODEGA	8805
5115	WALMART EXPRESS CAMINO A	WMEXPRESS	7464
5116	MB JUVENTINO ROSAS SUR	MIBODEGA	8805
5117	MB TEHUIXTLA	MIBODEGA	7471
5118	BD IXMIQUILPAN CARDONAL	BODEGA	7482
5119	BD CABORCA NORTE	BODEGA	4924
5120	BD CHAMPOTON	BODEGA	4188
5122	BD CD. HIDALGO SUR	BODEGA	7468
5123	MB APASEO EL ALTO SUR	MIBODEGA	8805
5124	BD CD MENDOZA	BODEGA	7471
5130	BD LAS NORIAS AGUASCALIEN	BODEGA	7493
5131	MB EMPALME ESCOBEDO	MIBODEGA	8805
5132	MB REAL DEL MONTE	MIBODEGA	8805
5133	WALMART EXPRESS PARQUE TE	WMEXPRESS	7464
5134	BD MILENIO ORIENTE (ANTES	BODEGA	7487
5148	BAE PUERTA DORADA	BAE	7460
5162	BD VILLAS DEL SOL	BODEGA	4188
5163	BD NOGALES SUR	BODEGA	4924
5166	WALMART EXPRESS SAN GERAR	WMEXPRESS	7493
5171	SC CD VALLES CENTRO	SUPERCENTER	7490
5176	SC VINA ANTIGUA (GASOLINE	SUPERCENTER	7493
5178	MB ALVARO OBREGON MICHOAC	MIBODEGA	5907
5181	BD SOLEDAD DE GRACIANOÂ  S	BODEGA	7494
5182	BD BICENTENARIO	BODEGA	7494
5183	MB PLAZA PAPASQUIARO	MIBODEGA	7487
5185	SC VILLA VERDE	SUPERCENTER	7471
5194	BD ZARAGOZA HUAMANTLA	BODEGA	7471
5195	MB ABASOLO PONIENTE	MIBODEGA	5907
5196	MB PUEBLO NUEVO CENTRO	MIBODEGA	5907
5198	MB CALPAN	MIBODEGA	7471
5214	BD BALVANERA	BODEGA	7494
5215	MB CARDENAS CENTRO	MIBODEGA	5922
5216	MB PLAZA CALPULALPAN	MIBODEGA	8805
5219	MB AVIACION LAS CHOAPAS	MIBODEGA	7468
5232	BD LOS REYES PLAZA	BODEGA	7493
5234	MB PLATON SANCHEZ	MIBODEGA	8805
5236	SC MISION SAN FRANCISCO	SUPERCENTER	7464
5238	SC SILAO NORTE	SUPERCENTER	7464
5239	SC IGUALA INDEPENDENCIA	SUPERCENTER	7471
5240	SC NAVOJOA	SUPERCENTER	7487
5241	SC SAN PATRICIO	SUPERCENTER	7490
5242	MB SOTO LA MARINA	MIBODEGA	5922
5244	MB TETELA DE OCAMPO	MIBODEGA	7471
5245	MB SAN FELIPE ORIZATLAN	MIBODEGA	8805
5246	MB PINOS ZACATECAS	MIBODEGA	5907
5247	BD CITARA HUEHUETOCA	BODEGA	7482
5248	MB CD SATELITE	MIBODEGA	8805
5291	BD PASEO MONTERREY	BODEGA	7490
5292	BD CIUDAD RIO BRAVO	BODEGA	7490
5295	SC TECATE GARITA	SUPERCENTER	4924
5296	SC SAN REMO	SUPERCENTER	7490
5297	SC LOLA BELTRAN	SUPERCENTER	7487
5299	MB NOCHIXTLAN PLAZA	MIBODEGA	7471
5300	SC COLOSIO	SUPERCENTER	7464
5302	MB MEZQUITAL	MIBODEGA	5922
5303	MB CANAVERAL	MIBODEGA	8805
5304	MB LA CRESPA	MIBODEGA	8805
5309	BD GLORIETA AUTLAN	BODEGA	7493
5331	SC PORVENIR JUAREZ	SUPERCENTER	4640
5333	MB HUANDACAREO	MIBODEGA	8805
5334	SC CD ACUNA	SUPERCENTER	7490
5336	BD JOJUTLA GALEANA	BODEGA	7471
5339	MB HUANIMARO ORIENTE	MIBODEGA	5907
5340	MB PLAZA YURIRIA	MIBODEGA	8805
5350	SC CD GUZMAN SUR AA	SUPERCENTER	7493
5351	SP GRAN SANTA FE MERIDA	WMEXPRESS	4188
5352	SC GOMEZ PALACIO LAGUNA	SUPERCENTER	7490
5354	SC CAMINO CLUB CAMPESTRE	SUPERCENTER	7468
5371	WALMART EXPRESS ZONA CELA	WMEXPRESS	7464
5375	BD PESQUERIA NORTE	BODEGA	7490
5376	BD HUEJOTZINGO	BODEGA	7471
5379	BD HEROES LINCOLN	BODEGA	7490
5384	MB GALEANA	MIBODEGA	5922
5397	MB CIRUELO	MIBODEGA	8805
5398	MB BERMEJILLO	MIBODEGA	5922
5400	MB MAR DE CORTES	MIBODEGA	4924
5402	BD VILLAS DEL PEDREGAL MO	BODEGA	7494
5427	MB MATIAS ROMERO	MIBODEGA	7468
5430	MB PONCITLAN	MIBODEGA	5907
5462	WALMART EXPRESS LORETO	WMEXPRESS	7464
5463	BA CELAYA ORIENTE	BODEGA	7494
5464	BA ALTAMIRA CENTRO	BODEGA	7490
5465	BA AV DE LAS TORRES	BODEGA	7487
5469	SC RIO DE LOS REMEDIOS	SUPERCENTER	7464
5600	BA LA CANADA	BODEGA	7494
5602	MB ALDAMA	MIBODEGA	5922
5603	MB CUAUHTEMOC	MIBODEGA	5907
5604	MB ESCUINTLA	MIBODEGA	7468
5605	MB ESTACION	MIBODEGA	7468
5607	MB LAS ROSAS	MIBODEGA	7468
5608	MB MAGDALENA	MIBODEGA	5907
5610	MB VALPARAISO	MIBODEGA	5907
5624	BA VALLE SOLEADO	BODEGA	7490
5641	BAE JULIAN MEDINA	BAE	7460
5657	BA SOLEDAD DE GRACIANO	BODEGA	7494
5658	BA MONUMENTO A COLOSIO	BODEGA	7487
5659	LA LADRILLERA	BODEGA	7490
5660	BA SAN SEBASTIAN TUTLA	BODEGA	7471
5661	BA LOMAS DE LA PRESA	BODEGA	4924
5662	BA TENANCINGO	BODEGA	7494
5665	MB ANAHUAC	MIBODEGA	5922
5666	MB HIDALGO	MIBODEGA	5922
5667	MB COMPOSTELA	MIBODEGA	5907
5668	MB TUXPAN	MIBODEGA	5907
5669	MB AHUALULCO DE MERCADO	MIBODEGA	5907
5670	MB TLAHUELILPAN	MIBODEGA	8805
5673	MB FORTIN DE LAS FLORES	MIBODEGA	7471
5674	MB ESCUINAPA PROLONGACION	MIBODEGA	7487
5675	MB JAVIER MINA	MIBODEGA	4924
5687	SC BOULEVARD DELTA	SUPERCENTER	7464
5700	SC MEXICO 68	SUPERCENTER	7487
5702	SC SANTIN	SUPERCENTER	7464
5710	BA SAN FCO DEL RINCON	BODEGA	7494
5711	BA SAN PABLO	BODEGA	7482
5712	BA SOLIDARIDAD	BODEGA	7490
5713	BA TLAXCALA	BODEGA	7471
5727	SC JIUTEPEC	SUPERCENTER	7471
5728	SC NORTE 2000	SUPERCENTER	4640
5730	BA CHICOLOAPAN	BODEGA	7471
5731	BA PIEDRAS NEGRAS	BODEGA	7490
5732	BA TECOMAN	BODEGA	7493
5733	BA PLAZA CHIMALHUACAN	BODEGA	7471
5734	BA MOROLEON	BODEGA	7494
5735	BA BONFIL	BODEGA	7482
5736	BA CARDENAS	BODEGA	7468
5740	BA BELISARIO DOMINGUEZ	BODEGA	7493
5749	SC PLAZA DE TOROS	SUPERCENTER	7464
5750	BA MIRAMAR	BODEGA	7493
5754	MB PENSADOR MEXICANO	MIBODEGA	8805
5764	SC TORRES DEL SUR	SUPERCENTER	4640
5765	SC LAS AMERICAS	SUPERCENTER	7464
5768	BA CD LABOR	BODEGA	7482
5770	BA ZUMPANGO	BODEGA	7482
5771	BA CERVANTES	BODEGA	7494
5773	WALMART EXPRESS RIO MAYO	WMEXPRESS	7471
5786	MB NAOLINCO	MIBODEGA	7471
5791	SC ZINACANTEPEC	SUPERCENTER	7464
5792	BA LOURDES SALTILLO	BODEGA	7490
5796	WALMART EXPRESS PUERTA DE	WMEXPRESS	7493
5798	BA SANTA MARGARITA	BODEGA	7493
5799	BA ZIHUATANEJO	BODEGA	7494
5800	MB GENERAL MIGUEL	MIBODEGA	7471
5801	SC LOPEZ MATEO FUNDIDORES	SUPERCENTER	7490
5802	SC PASEO GUADALUPE	SUPERCENTER	7490
5812	BA COATZACOALCOS	BODEGA	7468
5813	BA LA PAZ	BODEGA	7471
5815	WALMART EXPRESS JURICA	WMEXPRESS	7464
5817	WALMART EXPRESS AXOMIATLA	WMEXPRESS	7464
5825	SC ALFREDO DEL MAZO	SUPERCENTER	7464
5827	BA MORELIA ESTE	BODEGA	7494
5843	BA URUAPAN	BODEGA	7493
5844	BA ZAMORA	BODEGA	7493
5850	BA ZITACUARO	BODEGA	7494
5851	BA CONSTITUCION	BODEGA	7494
5855	SC LAS ALAMEDAS	SUPERCENTER	7464
6086	MB ACTOPAN OLIVOS	MIBODEGA	8805
6191	BD SANTA MARIA VALLE	BODEGA	7490
6192	BD VINEDOS PACHUCA	BODEGA	7494
6194	MB COSALA	MIBODEGA	7487
6195	MB SAN RAFAEL	MIBODEGA	5907
6200	BD BULEVARES DEL LAGO	BODEGA	7494
6202	BD RANCHO BLANCO	BODEGA	7493
6203	MB ESPITA	MIBODEGA	4188
6214	BD EL ALAMO MEXICALI	BODEGA	4924
6216	MB JONUTA	MIBODEGA	7468
6230	BD FRONTERA MEXICALI	BODEGA	4924
6269	BA CIUDAD MADERAS	BODEGA	7482
6338	SC FRANCISCO VILLARREAL	SUPERCENTER	4640
6339	BD CALZADA HEROES LAREDO	BODEGA	7490
6340	MB TEPEACA AVENIDA HIDALG	MIBODEGA	7471
6341	BD HACIENDA LOS EUCALIPTO	BODEGA	7493
6346	BD HIDALGO DEL PARRAL	BODEGA	4640
6361	MB LA HIGUERA	MIBODEGA	7487
6366	MB BOSQUES DE TECAMAC (GA	MIBODEGA	8805
6370	MB VILLA VICTORIA SUR (GA	MIBODEGA	8805
6383	WE RIVIERAS DE GUADALUPE	WMEXPRESS	7490
6417	MB VIGAS DE RAMIREZ	MIBODEGA	7471
6418	MB AMEALCO DE BONFIL	MIBODEGA	8805
6421	BD MALIBRAN	BODEGA	7468
6422	BD RIVERA CIUDAD VICTORIA	BODEGA	7490
6448	MB BALANCAN NORTE	MIBODEGA	7468
6451	MB PETO	MIBODEGA	4188
6482	WM GLORIETA SAN LUIS POTO	SUPERCENTER	7464
6484	MB CANDELARIA CAMPECHE	MIBODEGA	7468
6486	MB CINTALAPA OESTE	MIBODEGA	7468
6505	MB LAS QUINTAS ZACATECAS	MIBODEGA	5907
6506	MB LA JUNTA NORTE	MIBODEGA	4640
6507	MB ACATLAN JARDINES DEL B	MIBODEGA	7468
6508	MB MAPASTEPEC SUR	MIBODEGA	7468
6510	SC PUERTO PENASCO SONORA	SUPERCENTER	4924
6512	BD BOULEVARD EL REFUGIO	BODEGA	7490
6515	SC TORREON NORTE	SUPERCENTER	7490
6520	SC ZARAGOZA PANTITLAN	SUPERCENTER	7471
6521	BD HACIENDA SANTA FE	BODEGA	7493
6522	MB GENERAL TERAN	MIBODEGA	5922
6525	BD FENAPO	BODEGA	7494
6526	BD NOPALUCANÂ NORTE	BODEGA	7471
6582	BD MONTE CRISTAL	BODEGA	7490
6589	BD ALLENDE ZUAZUA	BODEGA	7490
6614	MB TAPILULA CARRETERA	MIBODEGA	7468
6617	BD EMILIANO ZAPATA MORELO	BODEGA	7471
6618	BD MISION MAGDALENA	BODEGA	4924
6655	BD COMALCALCO VILLA MAYA	BODEGA	7468
6656	MB YANGA	MIBODEGA	7471
6657	MB AHUACATLAN	MIBODEGA	5907
6659	SC PUERTO PROGRESO	SUPERCENTER	4188
6676	MD CHOCAMAN	MIBODEGA	7471
6681	MB ACULCO CARRETERA	MIBODEGA	8805
6683	BD GUADALUPE LIBRAMIENTO	BODEGA	7493
6685	MB PARACHO	MIBODEGA	5907
6687	BD VILLA BONITA	BODEGA	7487
6691	BD PURUANDIRO NORTE	BODEGA	7493
6705	SPR ZIZANA (AA)	WMEXPRESS	7464
6751	BD PASEO SANTA ISABEL	BODEGA	7490
6756	SC REAL TECOMAN	SUPERCENTER	7493
6766	BD JOCOTEPEC CHAPALA	BODEGA	7493
6768	SC ZONA PLATEADA	SUPERCENTER	7464
6799	MB VICENTE GUERRERO TABAS	MIBODEGA	7468
6800	BD REVOLUCION EMPALME	BODEGA	7487
6801	MB PILCAYA GLORIETA	MIBODEGA	7471
6804	BD REAL COSTA RICA	BODEGA	7487
6833	BD HACIENDA SAN IGNACIO	BODEGA	7493
6834	SC SAHUAYO	SUPERCENTER	7493
6835	SC LOMAS DE ANAHUAC ESCOB	SUPERCENTER	7490
6879	BD INGENIO EL DORADO	BODEGA	7487
6883	BD CIUDAD GUZMAN	BODEGA	7493
6916	BD ROMITA PONIENTE	BODEGA	7494
6918	BD RIO COLORADO 42	BODEGA	4924
7023	SC SANTA CECILIA OCOTLAN	SUPERCENTER	7493
